ApplNo,ApplType,ApplPublicNotes,SponsorName
78706,ANDA,,UPSHER SMITH LABS
78707,ANDA,,RENATA
78708,ANDA,,TEVA PHARMS USA
78709,ANDA,,TEVA PHARMS USA
78710,ANDA,,CHARTWELL RX
78711,ANDA,,SANDOZ
78712,ANDA,,FOSUN PHARMA
78713,ANDA,,HIKMA
78714,ANDA,,HIKMA
78715,ANDA,,HIKMA INTL PHARMS
78717,ANDA,,TEVA PHARMS
78718,ANDA,,FRESENIUS KABI USA
78720,ANDA,,BIONPHARMA
78721,ANDA,,SANDOZ
78722,ANDA,,SUN PHARM INDS LTD
78723,ANDA,,TEVA PHARMS
78724,ANDA,,TEVA PHARMS USA
78725,ANDA,,AUROBINDO PHARMA USA
78728,ANDA,,HERITAGE
78729,ANDA,,TEVA PHARMS
78730,ANDA,,ANI PHARMS
78731,ANDA,,MYLAN
78732,ANDA,,ACTAVIS TOTOWA
78734,ANDA,,SUN PHARM INDS LTD
78735,ANDA,,OXFORD PHARMS
78736,ANDA,,NORVIUM BIOSCIENCE
78737,ANDA,,SUN PHARM
78738,ANDA,,SUN PHARM
78739,ANDA,,CHARTWELL RX
78740,ANDA,,WEST WARD PHARMS
78742,ANDA,,MATRIX LABS
78743,ANDA,,NORVIUM BIOSCIENCE
78744,ANDA,,WOCKHARDT
78745,ANDA,,CHARTWELL MOLECULAR
78746,ANDA,,TEVA PHARMS USA
78748,ANDA,,SANDOZ
78749,ANDA,,SANDOZ
78751,ANDA,,ANI PHARMS
78753,ANDA,,HIKMA
78755,ANDA,,DR REDDYS LABS LTD
78756,ANDA,,TEVA PHARMS
78757,ANDA,,WOCKHARDT
78759,ANDA,,TEYRO LABS
78761,ANDA,,SUN PHARM INDS LTD
78763,ANDA,,NORVIUM BIOSCIENCE
78764,ANDA,,HIKMA FARMACEUTICA
78765,ANDA,,HIKMA FARMACEUTICA
78766,ANDA,,HIKMA PHARMS
78767,ANDA,,HIKMA PHARMS
78769,ANDA,,ACTAVIS ELIZABETH
78771,ANDA,,MANKIND PHARMA
78772,ANDA,,HOSPIRA
78773,ANDA,,TEVA PHARMS
78774,ANDA,,TARO
78775,ANDA,,NORVIUM BIOSCIENCE
78776,ANDA,,AUROBINDO PHARMA
78777,ANDA,,GRAVITI PHARMS
78778,ANDA,,NOSTRUM LABS INC
78780,ANDA,,AMNEAL PHARMS NY
78782,ANDA,,HIKMA PHARMS
78783,ANDA,,STRIDES PHARMA
78785,ANDA,,EMCURE PHARMA
78786,ANDA,,MLV
78787,ANDA,,AUROBINDO PHARMA
78789,ANDA,,NORVIUM BIOSCIENCE
78790,ANDA,,LUPIN
78791,ANDA,,IMPAX LABS
78792,ANDA,,BAUSCH AND LOMB
78794,ANDA,,APOTEX
78796,ANDA,,HOSPIRA
78797,ANDA,,WATSON LABS INC
78800,ANDA,,CIPLA
78801,ANDA,,SYNTHON BV
78803,ANDA,,ACTAVIS TOTOWA
78804,ANDA,,BARR
78805,ANDA,,SUN PHARMA GLOBAL
78806,ANDA,,JUBILANT DRAXIMAGE
78807,ANDA,,IPCA LABS LTD
78808,ANDA,,SANDOZ
78809,ANDA,,CARDINAL HEALTH 414
78810,ANDA,,FRESENIUS KABI ONCOL
78811,ANDA,,FRESENIUS KABI USA
78812,ANDA,,SANDOZ
78813,ANDA,,HOSPIRA WORLDWIDE
78815,ANDA,,HOSPIRA INC
78816,ANDA,,MUSTAFA NEVSAT IIAC SANAYII A.S.
78817,ANDA,,SANDOZ
78818,ANDA,,SUN PHARM
78819,ANDA,,FRESENIUS KABI USA
78825,ANDA,,MYLAN PHARMA
78826,ANDA,,AMNEAL PHARMS
78827,ANDA,,NATCO PHARMA USA
78828,ANDA,,JUBILANT CADISTA
78829,ANDA,,AUROBINDO PHARMA
78830,ANDA,,PADAGIS US
78832,ANDA,,ZYDUS PHARMS USA
78833,ANDA,,WATSON LABS
78834,ANDA,,DR REDDYS LABS SA
78835,ANDA,,SANDOZ INC
78837,ANDA,,PADAGIS ISRAEL
78841,ANDA,,APOTEX
78843,ANDA,,APOTEX INC
78845,ANDA,,RISING
78846,ANDA,,DR REDDYS LABS LTD
78848,ANDA,,ZYDUS LIFESCIENCES
78849,ANDA,,RANBAXY LABS LTD
78850,ANDA,,INVAGEN PHARMS
78853,ANDA,,ORBION PHARMS
78854,ANDA,,ACTAVIS MID ATLANTIC
78855,ANDA,,MYLAN
78857,ANDA,,NORVIUM BIOSCIENCE
78858,ANDA,,TORRENT PHARMS
78861,ANDA,,AUROBINDO PHARMA
78862,ANDA,,ORBION PHARMS
78863,ANDA,,BIONPHARMA
78864,ANDA,,NORVIUM BIOSCIENCE
78865,ANDA,,WOCKHARDT BIO AG
78866,ANDA,,SUN PHARM
78867,ANDA,,LUITPOLD
78868,ANDA,,APOTEX INC
78869,ANDA,,VIWIT PHARM
78870,ANDA,,APOZEAL PHARMS
78871,ANDA,,ESJAY PHARMA
78872,ANDA,,PAR PHARM
78873,ANDA,,TEVA PHARMS
78876,ANDA,,CHARTWELL MOLECULAR
78877,ANDA,,ZYDUS PHARMS USA INC
78878,ANDA,,DR REDDYS LABS LTD
78879,ANDA,,HERITAGE
78880,ANDA,,BIONPHARMA
78881,ANDA,,NORVIUM BIOSCIENCE
78883,ANDA,,MATRIX LABS
78884,ANDA,,WOCKHARDT
78885,ANDA,,SUN PHARM
78886,ANDA,,HETERO LABS LTD III
78887,ANDA,,EMCURE PHARMA
78888,ANDA,,ZYDUS PHARMS
78889,ANDA,,REDDYS
78890,ANDA,,LANNETT CO INC
78892,ANDA,,AMNEAL PHARMS
78893,ANDA,,RISING
78894,ANDA,,ALEMBIC
78895,ANDA,,UNICHEM
78898,ANDA,,ZYDUS PHARMS USA INC
78899,ANDA,,ZYDUS PHARMS USA INC
78900,ANDA,,ZYDUS PHARMS USA INC
78901,ANDA,,EPIC PHARMA LLC
78902,ANDA,,MYLAN
78904,ANDA,,SENORES PHARMS
78905,ANDA,,ZYDUS PHARMS USA INC
78906,ANDA,,GLENMARK PHARMS LTD
78907,ANDA,,SPECGX LLC
78908,ANDA,,TEVA PHARMS USA
78909,ANDA,,APOZEAL PHARMS
78912,ANDA,,PERRIGO R AND D
78913,ANDA,,HIKMA
78915,ANDA,,MYLAN
78916,ANDA,,ALEMBIC PHARMS LTD
78917,ANDA,,ACCORD HLTHCARE
78918,ANDA,,ZYDUS PHARMS USA INC
78919,ANDA,,ZYDUS PHARMS USA INC
78920,ANDA,,ZYDUS PHARMS USA INC
78921,ANDA,,ZYDUS PHARMS USA INC
78922,ANDA,,NORVIUM BIOSCIENCE
78925,ANDA,,ALKEM
78926,ANDA,,ZYDUS PHARMS USA INC
78929,ANDA,,EMCURE PHARMA
78930,ANDA,,GLENMARK PHARMS INC
78932,ANDA,,ALEMBIC PHARMS LTD
78933,ANDA,,MARKSANS PHARMA
78935,ANDA,,NORTHSTAR HLTHCARE
78936,ANDA,,MYLAN
78938,ANDA,,SCIEGEN PHARMS INC
78939,ANDA,,LUPIN
78940,ANDA,,ACTAVIS ELIZABETH
78941,ANDA,,WOCKHARDT BIO AG
78942,ANDA,,AM REGENT
78943,ANDA,,PLIVA LACHEMA
78944,ANDA,,KENTON
78945,ANDA,,AVET LIFESCIENCES
78946,ANDA,,LUPIN LTD
78947,ANDA,,TORRENT PHARMS
78948,ANDA,,APOTEX INC
78949,ANDA,,APOTEX
78950,ANDA,,BAXTER HLTHCARE CORP
78952,ANDA,,HIKMA PHARMS
78953,ANDA,,CHARTWELL RX
78955,ANDA,,IPCA LABS LTD
78956,ANDA,,AUROBINDO PHARMA
78957,ANDA,,HETERO LABS LTD III
78958,ANDA,,EMCURE PHARMA
78959,ANDA,,SEPTODONT INC
78960,ANDA,,TARO
78962,ANDA,,KVK TECH
78963,ANDA,,ORBION PHARMS
78964,ANDA,,CHARTWELL RX
78965,ANDA,,BARR
78966,ANDA,,STRIDES PHARMA
78967,ANDA,,PERRIGO R AND D
78968,ANDA,,PERRIGO R AND D
78969,ANDA,,NATCO PHARMA
78970,ANDA,,LUPIN LTD
78974,ANDA,,MISSION PHARMACAL
78975,ANDA,,EPIC PHARMA LLC
78976,ANDA,,ACTAVIS MID ATLANTIC
78979,ANDA,,DR REDDYS LABS LTD
78980,ANDA,,RISING
78981,ANDA,,SANDOZ
78982,ANDA,,GRANULES
78983,ANDA,,APOTEX
78984,ANDA,,WATSON LABS TEVA
78986,ANDA,,APOTEX INC
78987,ANDA,,GLENMARK SPECLT
78988,ANDA,,PHARM ASSOC
78989,ANDA,,UNICHEM
78990,ANDA,,GLAND
78992,ANDA,,MEDICAP LABS
78993,ANDA,,AUROBINDO PHARMA
78995,ANDA,,NORVIUM BIOSCIENCE
78996,ANDA,,SUN PHARM INDUSTRIES
78997,ANDA,,DR REDDYS LABS LTD
78998,ANDA,,ORBION PHARMS
79001,ANDA,,SUN PHARM
79002,ANDA,,COBALT LABS INC
79003,ANDA,,WATSON LABS TEVA
79007,ANDA,,SANDOZ
79009,ANDA,,HERITAGE
79010,ANDA,,ENDO OPERATIONS
79011,ANDA,,TEVA PHARMS USA
79012,ANDA,,GRAVITI PHARMS
79013,ANDA,,APOTEX INC
79014,ANDA,,NORVIUM BIOSCIENCE
79016,ANDA,,AUROBINDO PHARMA
79017,ANDA,,ZYDUS PHARMS USA INC
79019,ANDA,,GLENMARK PHARMS LTD
79020,ANDA,,SUN PHARMA GLOBAL
79021,ANDA,,STRIDES PHARMA
79022,ANDA,,TEVA PHARMS USA
79025,ANDA,,AVET LIFESCIENCES
79028,ANDA,,WATSON LABS
79029,ANDA,,ZYDUS PHARMS USA INC
79031,ANDA,,BARR LABS INC
79032,ANDA,,AM REGENT
79033,ANDA,,MYLAN INSTITUTIONAL
79038,ANDA,,P AND L
79039,ANDA,,LUITPOLD
79040,ANDA,,ACTAVIS ELIZABETH
79042,ANDA,,INGENUS PHARMS LLC
79043,ANDA,,DR REDDYS LABS LTD
79044,ANDA,,P AND L
79045,ANDA,,FRESENIUS KABI USA
79046,ANDA,,ACTAVIS ELIZABETH
79047,ANDA,,NORVIUM BIOSCIENCE
79049,ANDA,,CHARTWELL RX
79050,ANDA,,CHARTWELL RX
79051,ANDA,,MYLAN
79054,ANDA,,TORRENT PHARMS
79056,ANDA,,CHARTWELL RX
79057,ANDA,,SUN PHARM
79058,ANDA,,TRIS PHARMA INC
79059,ANDA,,TRIS PHARMA INC
79060,ANDA,,AUROBINDO PHARMA LTD
79061,ANDA,,GLENMARK PHARMS LTD
79062,ANDA,,AUROBINDO PHARMA LTD
79063,ANDA,,AUROBINDO PHARMA
79064,ANDA,,XIROMED
79065,ANDA,,ALEMBIC
79067,ANDA,,ALEMBIC PHARMS LTD
79068,ANDA,,ACCORD HLTHCARE
79069,ANDA,,NORVIUM BIOSCIENCE
79070,ANDA,,AUROBINDO PHARMA
79071,ANDA,,NORVIUM BIOSCIENCE
79072,ANDA,,NORTHSTAR HLTHCARE
79074,ANDA,,MYLAN LABS LTD
79075,ANDA,,WATSON LABS
79076,ANDA,,MYLAN LABS LTD
79078,ANDA,,RISING
79079,ANDA,,NORVIUM BIOSCIENCE
79080,ANDA,,ACTAVIS LABS FL INC
79081,ANDA,,CHARTWELL RX
79082,ANDA,,LANNETT CO INC
79084,ANDA,,APOTEX INC
79085,ANDA,,SUN PHARM
79086,ANDA,,PETNET
79087,ANDA,,IMPAX LABS
79088,ANDA,,TORRENT PHARMS
79089,ANDA,,ADAPTIS
79090,ANDA,,DR REDDYS LABS SA
79093,ANDA,,OXFORD PHARMS
79094,ANDA,,ACTAVIS LABS FL INC
79095,ANDA,,ACTAVIS LABS FL INC
79096,ANDA,,AMNEAL PHARMS NY
79098,ANDA,,AMNEAL PHARMS
79099,ANDA,,GLENMARK PHARMS LTD
79102,ANDA,,XIROMED
79103,ANDA,,NORVIUM BIOSCIENCE
79104,ANDA,,INFORLIFE
79106,ANDA,,UNICHEM
79107,ANDA,,TOLMAR
79108,ANDA,,IMPAX LABS INC
79110,ANDA,,SUN PHARM
79111,ANDA,,AUROBINDO PHARMA
79112,ANDA,,WOCKHARDT
79113,ANDA,,PERRIGO R AND D
79114,ANDA,,PERRIGO R AND D
79115,ANDA,,WOCKHARDT
79116,ANDA,,COREPHARMA
79117,ANDA,,AUROBINDO PHARMA
79118,ANDA,,AUROBINDO PHARMA LTD
79119,ANDA,,EPIC PHARMA LLC
79120,ANDA,,BIONPHARMA
79121,ANDA,,TARO
79123,ANDA,,HIKMA
79124,ANDA,,HETERO LABS LTD III
79128,ANDA,,NORVIUM BIOSCIENCE
79129,ANDA,,STRIDES PHARMA
79132,ANDA,,JUBILANT CADISTA
79133,ANDA,,SIGMAPHARM LABS LLC
79134,ANDA,,ONESOURCE SPECIALTY
79135,ANDA,,GLENMARK PHARMS LTD
79137,ANDA,,ZYDUS LIFESCIENCES
79138,ANDA,,HOSPIRA
79139,ANDA,,GLENMARK PHARMS LTD
79141,ANDA,,TEVA PHARMS USA
79142,ANDA,,NATCO PHARMA
79145,ANDA,,APOTEX
79147,ANDA,,WOCKHARDT
79148,ANDA,,INDICUS PHARMA
79150,ANDA,,AUROBINDO PHARMA
79153,ANDA,,TORRENT PHARMS
79157,ANDA,,SUN PHARM INDS INC
79158,ANDA,,LANNETT CO INC
79159,ANDA,,ALEMBIC LTD
79160,ANDA,,ACTAVIS TOTOWA
79161,ANDA,,STRIDES PHARMA
79162,ANDA,,INVAGEN PHARMS
79163,ANDA,,UNICHEM LABS LTD
79164,ANDA,,CHARTWELL
79165,ANDA,,MLV
79166,ANDA,,TEVA PHARMS USA
79167,ANDA,,WATSON LABS INC
79168,ANDA,,CHARTWELL RX
79169,ANDA,,SUN PHARM
79170,ANDA,,AUROBINDO PHARMA LTD
79171,ANDA,,SANDOZ
79172,ANDA,,GLENMARK SPECLT
79174,ANDA,,GRANULES INDIA
79175,ANDA,,AVANTHI INC
79179,ANDA,,APOTEX
79182,ANDA,,STRIDES PHARMA
79183,ANDA,,HOSPIRA INC
79184,ANDA,,TEVA PHARMS USA
79185,ANDA,,RISING
79186,ANDA,,AM REGENT
79187,ANDA,,NORVIUM BIOSCIENCE
79188,ANDA,,AUROBINDO PHARMA LTD
79191,ANDA,,TORRENT PHARMS LLC
79193,ANDA,,BARR
79194,ANDA,,TEVA PARENTERAL
79195,ANDA,,SANDOZ
79196,ANDA,,WEST-WARD PHARMS INT
79197,ANDA,,EPIC PHARMA LLC
79198,ANDA,,MYLAN INSTITUTIONAL
79199,ANDA,,MYLAN INSTITUTIONAL
79204,ANDA,,TARO
79205,ANDA,,MARKSANS PHARMA
79206,ANDA,,CHARTWELL RX
79209,ANDA,,AUROBINDO PHARMA
79211,ANDA,,WOCKHARDT
79212,ANDA,,WOCKHARDT
79213,ANDA,,ZYDUS PHARMS USA INC
79214,ANDA,,STRIDES PHARMA
79215,ANDA,,TEVA PHARMS USA
79216,ANDA,,P AND L
79217,ANDA,,HIKMA
79218,ANDA,,WATSON LABS
79219,ANDA,,P AND L
79220,ANDA,,NATCO PHARMA LTD
79221,ANDA,,XIROMED
79224,ANDA,,GLAND PHARMA LTD
79225,ANDA,,RISING
79226,ANDA,,TORRENT PHARMS LTD
79227,ANDA,,GLENMARK PHARMS LTD
79229,ANDA,,ORBION PHARMS
79230,ANDA,,SANDOZ
79232,ANDA,,L PERRIGO CO
79233,ANDA,,AMNEAL PHARMS
79234,ANDA,,HETERO LABS LTD III
79235,ANDA,,SEPTODONT INC
79237,ANDA,,IPCA LABS LTD
79238,ANDA,,PLIVA HRVATSKA DOO
79239,ANDA,,SUN PHARM INDS INC
79240,ANDA,,FRESENIUS KABI USA
79241,ANDA,,AMNEAL PHARMS
79242,ANDA,,FRESENIUS KABI USA
79244,ANDA,,CHARTWELL MOLECULAR
79245,ANDA,,AUROBINDO PHARMA
79246,ANDA,,TEVA PHARMS USA
79247,ANDA,,NOVEL LABS INC
80001,ANDA,,ABBOTT
80003,ANDA,,ELKINS SINN
80013,ANDA,,WYETH AYERST
80015,ANDA,,HALSEY
80016,ANDA,,CHARTWELL MOLECULAR
80017,ANDA,,CHARTWELL MOLECULAR
80020,ANDA,,ALCON
80021,ANDA,,ALCON
80024,ANDA,,OPTOPICS
80025,ANDA,,NOVARTIS
80027,ANDA,,ALCON LABS INC
80028,ANDA,,ALLERGAN
80029,ANDA,,PADAGIS US
80036,ANDA,,MK LABS
80040,ANDA,,SOLVAY
80043,ANDA,,SANDOZ
80044,ANDA,,SANDOZ
80059,ANDA,,MEDPOINTE PHARM HLC
80078,ANDA,,IVAX SUB TEVA PHARMS
80079,ANDA,,IMPAX LABS
80081,ANDA,,IMPAX LABS
80082,ANDA,,ROXANE
80084,ANDA,,CHARTWELL MOLECULAR
80085,ANDA,,LANNETT
80086,ANDA,,PUREPAC PHARM
80087,ANDA,,PUREPAC PHARM
80088,ANDA,,EVERYLIFE
80094,ANDA,,PAL PAK
80097,ANDA,,HEXCEL
80098,ANDA,,HEXCEL
80099,ANDA,,FOREST PHARMS
80100,ANDA,,FOREST PHARMS
80109,ANDA,,IMPAX LABS
80120,ANDA,,WHITEWORTH TOWN PLSN
80123,ANDA,,LANNETT
80126,ANDA,,EVERYLIFE
80132,ANDA,,PUREPAC PHARM
80134,ANDA,,MEDPOINTE PHARM HLC
80136,ANDA,,SUN PHARM INDUSTRIES
80138,ANDA,,LANNETT
80140,ANDA,,CHARTWELL MOLECULAR
80142,ANDA,,ANI PHARMS
80153,ANDA,,IMPAX LABS
80154,ANDA,,QUAGEN
80157,ANDA,,NOVITIUM PHARMA
80159,ANDA,,IMPAX LABS
80172,ANDA,,ACTAVIS ELIZABETH
80188,ANDA,,WATSON LABS
80189,ANDA,,HEATHER
80195,ANDA,,MILES
80197,ANDA,,CHARTWELL
80198,ANDA,,FOUGERA PHARMS INC
80203,ANDA,,BAXTER HLTHCARE
80204,ANDA,,ABRAXIS PHARM
80205,ANDA,,HOSPIRA
80209,ANDA,,CONTRACT PHARMACAL
80210,ANDA,,BELMORA LLC
80211,ANDA,,PVT FORM
80212,ANDA,,HIKMA INTL PHARMS
80214,ANDA,,PVT FORM
80215,ANDA,,ANI PHARMS
80221,ANDA,,LUITPOLD
80223,ANDA,,LEDERLE
80224,ANDA,,HOSPIRA
80225,ANDA,,FRESENIUS KABI USA
80229,ANDA,,ALCON
80232,ANDA,,REXALL
80235,ANDA,,NOVARTIS
80236,ANDA,,VALEANT PHARM INTL
80237,ANDA,,VALEANT PHARM INTL
80248,ANDA,,ALLERGAN
80254,ANDA,,LILLY
80256,ANDA,,LILLY
80258,ANDA,,PARKE-DAVIS
80259,ANDA,,ANI PHARMS
80268,ANDA,,VALEANT PHARM INTL
80269,ANDA,,PAR PHARM
80270,ANDA,,IVAX SUB TEVA PHARMS
80271,ANDA,,USL PHARMA
80273,ANDA,,FOREST PHARMS
80276,ANDA,,ELKINS SINN
80279,ANDA,,INWOOD LABS
80280,ANDA,,ALPHARMA US PHARMS
80281,ANDA,,SCHERING
80283,ANDA,,IVAX SUB TEVA PHARMS
80285,ANDA,,ANABOLIC
80292,ANDA,,MYLAN
80293,ANDA,,BAYER PHARMS
80300,ANDA,,HALSEY
80301,ANDA,,MARSHALL PHARMA
80304,ANDA,,HALSEY
80306,ANDA,,INWOOD LABS
80307,ANDA,,MARSHALL PHARMA
80308,ANDA,,PUREPAC PHARM
80309,ANDA,,PUREPAC PHARM
80310,ANDA,,PUREPAC PHARM
80313,ANDA,,TABLICAPS
80320,ANDA,,HEATHER
80321,ANDA,,PHOENIX LABS NY
80322,ANDA,,PHOENIX LABS NY
80324,ANDA,,WEST WARD
80325,ANDA,,PUREPAC PHARM
80326,ANDA,,HEATHER
80327,ANDA,,ROXANE
80328,ANDA,,INWOOD LABS
80330,ANDA,,DOW PHARM
80333,ANDA,,VITARINE
80334,ANDA,,VITARINE
80336,ANDA,,AIPING PHARM INC
80339,ANDA,,FOSUN PHARMA
80340,ANDA,,PVT FORM
80341,ANDA,,WHITEWORTH TOWN PLSN
80342,ANDA,,WHITEWORTH TOWN PLSN
80343,ANDA,,WHITEWORTH TOWN PLSN
80344,ANDA,,WHITEWORTH TOWN PLSN
80350,ANDA,,PANRAY
80351,ANDA,,PANRAY
80352,ANDA,,HIKMA
80353,ANDA,,PUREPAC PHARM
80354,ANDA,,WATSON LABS
80355,ANDA,,WATSON LABS
80356,ANDA,,WATSON LABS
80358,ANDA,,SPERTI
80359,ANDA,,SPERTI
80364,ANDA,,PARKE DAVIS
80365,ANDA,,DR REDDYS
80366,ANDA,,ALRA
80368,ANDA,,PHOENIX LABS NY
80370,ANDA,,WYETH AYERST
80371,ANDA,,SCHERER LABS
80377,ANDA,,WATSON LABS
80378,ANDA,,IVAX SUB TEVA PHARMS
80379,ANDA,,WEST WARD
80380,ANDA,,ALRA
80381,ANDA,,SCHERING
80384,ANDA,,ABRAXIS PHARM
80385,ANDA,,ABBOTT
80386,ANDA,,ABBOTT
80387,ANDA,,ABBOTT
80388,ANDA,,ABBOTT
80389,ANDA,,ABBOTT
80390,ANDA,,LYPHOMED
80393,ANDA,,WATSON LABS
80395,ANDA,,PUREPAC PHARM
80397,ANDA,,TEVA
80398,ANDA,,TEVA
80399,ANDA,,PRASCO
80400,ANDA,,TEVA
80401,ANDA,,WATSON LABS
80403,ANDA,,PUREPAC PHARM
80406,ANDA,,WEST-WARD PHARMS INT
80407,ANDA,,WEST-WARD PHARMS INT
80408,ANDA,,HOSPIRA
80409,ANDA,,HOSPIRA
80414,ANDA,,MILES
80415,ANDA,,MILES
80416,ANDA,,HOSPIRA
80419,ANDA,,CENCI
80420,ANDA,,ABRAXIS PHARM
80421,ANDA,,ABRAXIS PHARM
80425,ANDA,,MISSION PHARMA
80426,ANDA,,BAUSCH
80429,ANDA,,BIONPHARMA
80431,ANDA,,ABRAXIS PHARM
80438,ANDA,,BAYER PHARMS
80439,ANDA,,CHARTWELL RX
80442,ANDA,,BAUSCH
80443,ANDA,,DOW PHARM
80445,ANDA,,WEST-WARD PHARMS INT
80446,ANDA,,SOLVAY
80447,ANDA,,WATSON LABS
80448,ANDA,,SUN PHARM INDUSTRIES
80452,ANDA,,EVERYLIFE
80454,ANDA,,WYETH AYERST
80455,ANDA,,WEST-WARD PHARMS INT
80456,ANDA,,INGRAM PHARM
80457,ANDA,,HALSEY
80459,ANDA,,VALEANT PHARM INTL
80472,ANDA,,VALEANT INTL
80473,ANDA,,VALEANT INTL
80474,ANDA,,DERMIK LABS
80475,ANDA,,PUREPAC PHARM
80481,ANDA,,C AND M PHARMA
80482,ANDA,,C AND M PHARMA
80483,ANDA,,C AND M PHARMA
80489,ANDA,,ALTANA
80491,ANDA,,ELKINS SINN
80492,ANDA,,MARSHALL PHARMA
80493,ANDA,,PUREPAC PHARM
80496,ANDA,,WHITEWORTH TOWN PLSN
80498,ANDA,,HALSEY
80500,ANDA,,SOLVAY
80504,ANDA,,BELMORA LLC
80505,ANDA,,FOUGERA PHARMS
80506,ANDA,,VITARINE
80509,ANDA,,ABRAXIS PHARM
80510,ANDA,,ABRAXIS PHARM
80514,ANDA,,CHARTWELL MOLECULAR
80515,ANDA,,WEST-WARD PHARMS INT
80516,ANDA,,ELKINS SINN
80517,ANDA,,WATSON LABS
80519,ANDA,,ALRA
80521,ANDA,,WATSON LABS
80522,ANDA,,WATSON LABS
80523,ANDA,,WATSON LABS
80525,ANDA,,MK LABS
80530,ANDA,,HERITAGE PHARMS INC
80531,ANDA,,CHARTWELL MOLECULAR
80534,ANDA,,VITARINE
80553,ANDA,,WYETH AYERST
80554,ANDA,,WYETH AYERST
80556,ANDA,,FRESENIUS KABI USA
80557,ANDA,,FRESENIUS KABI USA
80562,ANDA,,FERRANTE
80563,ANDA,,FERRANTE
80564,ANDA,,SANOFI AVENTIS US
80568,ANDA,,FERRANTE
80570,ANDA,,SAVAGE LABS
80571,ANDA,,DR REDDYS
80572,ANDA,,DR REDDYS
80573,ANDA,,DR REDDYS
80575,ANDA,,WEST-WARD PHARMS INT
80577,ANDA,,WYETH AYERST
80581,ANDA,,ELKINS SINN
80582,ANDA,,PVT FORM
80583,ANDA,,PVT FORM
80586,ANDA,,ABRAXIS PHARM
80592,ANDA,,VALEANT PHARM INTL
80596,ANDA,,VALEANT PHARM INTL
80600,ANDA,,HIKMA PHARMS
80614,ANDA,,DR REDDYS
80615,ANDA,,WATSON LABS TEVA
80618,ANDA,,FRESENIUS KABI USA
80624,ANDA,,ELKINS SINN
80625,ANDA,,ELKINS SINN
80626,ANDA,,ROXANE
80629,ANDA,,WATSON LABS
80630,ANDA,,IVAX SUB TEVA PHARMS
80635,ANDA,,ROXANE
80637,ANDA,,REXALL
80642,ANDA,,SANDOZ
80643,ANDA,,ROXANE
80655,ANDA,,RISING
80658,ANDA,,WATSON LABS
80660,ANDA,,MIZA PHARMS USA
80667,ANDA,,LUITPOLD
80668,ANDA,,LUITPOLD
80669,ANDA,,LUITPOLD
80671,ANDA,,LUITPOLD
80677,ANDA,,FRESENIUS KABI USA
80679,ANDA,,WATSON LABS
80680,ANDA,,WATSON LABS
80686,ANDA,,IMPAX LABS
80689,ANDA,,DELL LABS
80691,ANDA,,WHITEWORTH TOWN PLSN
80692,ANDA,,FOUGERA PHARMS
80693,ANDA,,FOUGERA PHARMS INC
80694,ANDA,,CHARTWELL MOLECULAR
80696,ANDA,,WATSON LABS
80699,ANDA,,SUN PHARM INDUSTRIES
80700,ANDA,,SUN PHARM INDUSTRIES
80701,ANDA,,MUTUAL PHARM
80702,ANDA,,BANNER PHARMACAPS
80704,ANDA,,BIONPHARMA
80706,ANDA,,CROWN LABS
80710,ANDA,,BEL MAR
80711,ANDA,,BEL MAR
80712,ANDA,,BEL MAR
80713,ANDA,,WATSON LABS
80715,ANDA,,ALRA
80718,ANDA,,BEL MAR
80721,ANDA,,BARR
80722,ANDA,,FRESENIUS KABI USA
80723,ANDA,,WHITEWORTH TOWN PLSN
80727,ANDA,,HERITAGE PHARMA
80728,ANDA,,WATSON LABS
80731,ANDA,,INWOOD LABS
80732,ANDA,,INWOOD LABS
80736,ANDA,,LUITPOLD
80737,ANDA,,AM REGENT
80738,ANDA,,HERITAGE PHARMA
80741,ANDA,,BEL MAR
80742,ANDA,,BEL MAR
80743,ANDA,,BEL MAR
80744,ANDA,,BARR
80745,ANDA,,ASTELLAS
80746,ANDA,,CHASE CHEM
80747,ANDA,,CHASE CHEM
80748,ANDA,,INWOOD LABS
80749,ANDA,,WATSON LABS
80750,ANDA,,ASTELLAS
80751,ANDA,,NOVARTIS
80753,ANDA,,PUREPAC PHARM
80755,ANDA,,EVERYLIFE
80756,ANDA,,BEL MAR
80757,ANDA,,BEL MAR
80758,ANDA,,BEL MAR
80759,ANDA,,BEL MAR
80760,ANDA,,BEL MAR
80761,ANDA,,BEL MAR
80762,ANDA,,IVAX SUB TEVA PHARMS
80763,ANDA,,ALPHARMA US PHARMS
80767,ANDA,,IMPAX LABS
80770,ANDA,,PARKE DAVIS
80774,ANDA,,ALPHARMA US PHARMS
80776,ANDA,,HIKMA INTL PHARMS
80778,ANDA,,MERCK
80779,ANDA,,IVAX SUB TEVA PHARMS
80780,ANDA,,IMPAX LABS
80781,ANDA,,IMPAX LABS
80782,ANDA,,IMPAX LABS
80783,ANDA,,VALEANT PHARM INTL
80784,ANDA,,PUREPAC PHARM
80785,ANDA,,IMPAX LABS
80786,ANDA,,PVT FORM
80790,ANDA,,WATSON LABS
80791,ANDA,,WATSON LABS
80797,ANDA,,ELKINS SINN
80800,ANDA,,WHITEWORTH TOWN PLSN
80807,ANDA,,IMPAX LABS
80808,ANDA,,IMPAX LABS
80809,ANDA,,IMPAX LABS
80810,ANDA,,HALOCARBON
80816,ANDA,,LANNETT
